file,size,status,sha256
业绩排名对投资风格影响研究——来自开放式基金的证据.pdf,362264,PDF,01a6c30cc80ca3e5
业绩排序对基金投资风险水平变化的影响.pdf,722698,PDF,2883d99c1599f946
业绩波动率、投资者资金流与基金经理冒险行为.pdf,1355397,PDF,3124ca5502b67ffc
业绩评价、职业声誉和基金经理行为异化.pdf,544328,PDF,5d6d41db8ee68838
中国A股市场的“大单异象”研究.pdf,1763519,PDF,e6363e4476f31ab2
中国VC和PE投资市场羊群效应的博弈分析.pdf,1332586,PDF,360fcda2fad7a955
中国公募基金挖掘了股票市场异象吗_.pdf,1402480,PDF,bd750191a67b6cf9
中国基金业业绩持续性问题研究_基于羊群行为的分析.pdf,2264451,PDF,e79495b13869c08d
中国基金家族内部利益输送行为研究.pdf,366092,PDF,bbe9d83e05153071
中国基金市场发展分析.pdf,529180,PDF,5d70819e7eeb793d
中国基金羊群行为水平的上下界估计及其影响因素研究.pdf,1401824,PDF,43072bd6617bdf14
中国开放式基金羊群行为分析.pdf,441208,PDF,dd416be3736dff30
中国开放式基金羊群行为的实证分析.pdf,406617,PDF,6636e2cd3e13ffee
中国开放式基金赎回现象的实证分析及成因探讨.pdf,52732,PDF,ef9c83d5f4cce285
中国投资基金羊群行为的经验研究.pdf,220934,PDF,b6c2b32b5511bfc6
中国投资者的股票出售行为画像——处置效应研究新进展.pdf,2047454,PDF,678e60c502f47c67
中国新基金过度发行之谜和投资者保护.pdf,1203682,PDF,0ed4f8445e95a5c6
中国机构投资者与市场稳定性研究.pdf,4349518,PDF,d11b6bb9479035b2
中国机构投资者投资行为的异化.pdf,80361,PDF,5dffd2b4f5ca6f0e
中国机构投资者的市场稳定性影响研究.pdf,755357,PDF,645fca9b19981948
中国机构投资者羊群行为实证分析.pdf,431975,PDF,4698518cd19b6dde
中国私募证券基金投资行为与市场波动的实证分析——以“阳光私募”为例.pdf,205256,PDF,a540bf703130ccd2
中国网络文字频度与上海股市羊群行为测度.pdf,452333,PDF,70d2d592b8a3d70d
中国股市个体投资者羊群行为影响因素分析.pdf,349847,PDF,88d472aa36615a04
中国股市中信息反应模式的实证分析.pdf,1033288,PDF,948dbb044f7b61f0
中国股票市场机构投资者羊群行为实证研究.pdf,428986,PDF,28d4d66222d0a99f
中国证券基金羊群行为成因及防范.pdf,48219,PDF,7a95f092f3fd2a57
中国证券市场机构投资者的羊群行为研究.pdf,231751,PDF,08db7c33d397a591
中国证券投资基金的羊群行为分析.pdf,229647,PDF,df771dd70dd0a776
中国证券投资基金的羊群行为对股价的影响.pdf,169665,PDF,75eee517fe387269
中国证券投资基金羊群行为——不同类型基金的板块效应分析.pdf,969776,PDF,d3c62015cd028f62
中国证券投资基金羊群行为——基于周期规律与板块效应的实证分析.pdf,312387,PDF,5b6a009ea093f662
中国证券投资基金羊群行为及其影响因素研究.pdf,331627,PDF,04351486e1cbf0c1
中国证券投资基金羊群行为和正反馈行为研究.pdf,412129,PDF,8b3cfd1017436697
中国证券投资基金羊群行为的实证研究.pdf,517015,PDF,f5532639d499453d
中国证券投资基金羊群行为的进一步研究.pdf,320594,PDF,0b1d0a003c9d22b4
中国证券投资基金羊群行为研究.pdf,311550,PDF,981b924ef4d972a9
中国资本市场开放与机构投资者羊群行为.pdf,1877497,PDF,83962bc012e10698
人口老龄化对家庭金融资产配置的影响——基于CHFS家庭调查数据的研究.pdf,1010885,PDF,32a265b8a4e92cba
人工智能应用程度对企业数字技术创新的影响研究.pdf,570473,PDF,136f5bde5ec4f8e4
什么导致了处置效应_基于不同市场环境的模拟研究与经验检验.pdf,610708,PDF,026d295f6f65703a
从竞赛观点探讨基金经理人的风险调整行为.pdf,3975932,PDF,e41684f2bab2cce0
企业ESG与机构投资者持股——对机构投资者持股偏好的探究.pdf,1460426,PDF,598f07f752a5a073
使用logistic回归模型确定投资者的风险资产配置——基于个人投资者问卷调查数据的实证分析.pdf,815577,PDF,ab7ad3bbbfdc80ce
供应商数字化转型对客户企业融资成本的影响研究——基于供应链视角的经验证据.pdf,1325379,PDF,14d04f34186f4c7f
信任断裂_投资者—基金经理关系对投资者行为的影响.pdf,591095,PDF,04bc0e888a8736be
信息互动、投资决策与股票价格——基于机构投资者信息网络的分析.pdf,1389702,PDF,58c50eca8b9b681e
债券型基金估值与期末业绩拉升行为.pdf,1851552,PDF,db9b818e28544e7c
偏股型开放式基金“赎回悖论”的动态特征及申购异象.pdf,813928,PDF,2445e20cadcac31b
全国统一大市场建设中招商模式的演进逻辑、现实约束与路径选择.pdf,264959,PDF,60e39044eb3719d9
公募基金年末业绩追逐与风险调整行为研究.pdf,871142,PDF,124ae42e983e4042
公募基金的市场认知能力及业绩表现——基于管理报告文本活跃度视角.pdf,1828701,PDF,32eca0795d9203de
共同激励机制下基金经理短视投资研究.pdf,2369642,PDF,277c25955d41dfcf
养老保险基金预算审计研究——基于Z省实践.pdf,972183,PDF,5e493d39e30dc9e4
兼职基金经理能做得更好吗_——基于中国基金行业的理论与实证研究.pdf,192039,PDF,d8ccc75ec51ed832
内部晋升能否减少核心员工主动离职行为？——来自基金行业的证据.pdf,1163281,PDF,dbf5d03a9050ec1a
内部治理、市场约束与基金的窗饰行为.pdf,387050,PDF,6ea17f851f8d3555
决策权分配与投资策略选择——来自中国开放式基金的证据.pdf,431610,PDF,7d1f5fc43fa96d93
前景理论与中国开放式基金的实证检验.pdf,240406,PDF,b485f985dc371279
前景理论与开放式基金风险调整研究.pdf,996054,PDF,f99825253001452e
同辈竞争影响基金经理冒险行为的机制研究.pdf,567848,PDF,bbd3d1be86bc6512
国内基金市场不存在“赎回异象”吗_——基于基金业绩与资金流动视角.pdf,364778,PDF,236e606e7ce4d426
地方政府社会治理创新的项目制运作.pdf,374448,PDF,3f03f861a75de453
基于三期模型框架的噪音交易和有限套利条件下的基金经理投资行为研究.pdf,225983,PDF,9f074ca8905d008f
基于基金经理更换的激励约束效应研究.pdf,2613938,PDF,3d8686888703bf9d
基于系统基金流量的股票抛售风险溢价.pdf,1905800,PDF,6a975da249c3b50a
基于行业集中角度的基金选股策略研究.pdf,266048,PDF,c09249e1f6d84470
基于行为金融理论的中国证券投资基金羊群行为研究.pdf,51003,PDF,26aec771bc44f7e1
基于行为金融视角的基金申赎行为实证研究.pdf,894343,PDF,755b7ceb77ce3aa9
基于隐性交易的证券投资基金锦标赛研究.pdf,253490,PDF,45012f03244a7c8e
基于隐性因子模型的公募基金业绩分析.pdf,771552,PDF,ccab5faa0b0784b1
基金业绩、业绩分化和基金经理风险调整行为.pdf,1078268,PDF,9d964434f5b54ccc
基金业绩、选股能力与窗口粉饰.pdf,1561051,PDF,1bd01df7960d0403
基金业绩分析——基于有向学习网络的研究.pdf,602032,PDF,b90f508a58269c2d
基金业绩如何影响风格漂移和经理离职_——理论与经验分析.pdf,686848,PDF,6317175f38eb53fe
基金业绩对赎回行为的影响_公司治理特征的调节效应.pdf,1548667,PDF,8880ca6255a48fc6
基金业绩归因与投资者行为.pdf,593021,PDF,ad0414bd0d29e782
基金业绩排名与基金经理的冒险行为.pdf,1373946,PDF,ec4ecf0a93fbb0f4
基金业绩排名与期末业绩拉升.pdf,1680188,PDF,55312b640eb24cc7
基金业绩排名压力与赌博式交易倾向——基于中国开放式股票型基金的实证检验.pdf,1320165,PDF,02ece3df98b1564a
基金再申购行为中的近因效应研究.pdf,736037,PDF,f1aa186c06aa5a7c
基金家族中被动投资对主动基金的影响——基于中国A股市场的证据.pdf,1880139,PDF,55ae47b833a6e68d
基金家族产品同质化与基金业绩.pdf,1141002,PDF,485d9644ad588817
基金市场存在绿色偏好吗_——基于投资者异质性的分析.pdf,430248,PDF,047cbea8a0837159
基金投资者处置效应的个体差异.pdf,847414,PDF,02d140a4f21f9b30
基金投资者的行为方式及其合理性——基于我国证券基金市场的经验证据.pdf,911973,PDF,5954a98b6b7ad10b
基金抱团的成因、演化与经济后果研究——基于网络社区的方法.pdf,2041351,PDF,d23c31a5230f8dbc
基金持有人赎回行为研究.pdf,519247,PDF,7b44753d37cdaf36
基金持股、业绩联动与“基金—基民”绩效差异.pdf,873656,PDF,85f8f7c371f42d59
基金文本独特性能否吸引投资者关注_——来自基金定期报告的研究.pdf,682435,PDF,23ef4697411240f7
基金新闻文本情绪、风格漂移与基金业绩.pdf,218942,PDF,624ffc6218e1b5c0
基金溢出效应研究新进展.pdf,552005,PDF,0b46fa7f943bca59
基金的交易券商网络与投资业绩.pdf,884117,PDF,810836c00b632f57
基金监管为何不能一刀切？——两类基金风格漂移的证据.pdf,1401061,PDF,5dcd7abd55d59f76
基金管理费激励对投资者申赎行为的影响研究.pdf,1694051,PDF,534c0031a22bbd77
基金经理与卖方分析师存在合谋吗.pdf,1334231,PDF,2748c2dc58d62491
基金经理主动管理能力与基金业绩——基于市场周期视角.pdf,3121447,PDF,126b1095a88563a6
基金经理从业经验对我国公募基金业绩的影响研究.pdf,1102198,PDF,aa565d240dc2ef40
基金经理决策权对基金管理公司业绩与风险影响实证研究.pdf,684387,PDF,70f0fb517df128b0
基金经理激励_关于委托投资组合管理研究的评述.pdf,947742,PDF,28f0eb2713e51a1f
基金经理激励机制与股票错误定价——一项实验研究.pdf,1173147,PDF,44830e954f3e4ed8
基金经理社会网络、业绩排名与净值暴跌风险.pdf,655202,PDF,d4962273b1558b05
基金经理语调、基金收益与投资者行为——基于BERT人工智能模型的检验.pdf,605067,PDF,8ccbb5f6f35cccaf
基金经理语调与投资行为——基于基金年报的文本分析方法.pdf,1750446,PDF,5e4ee763ebd606ac
基金网络、竞争阻隔与股票信息环境.pdf,776889,PDF,fc43afd8a84cb258
基金自持能赢得投资者信任吗？.pdf,1574955,PDF,673898525473e952
基金行业锦标赛及其激励效应研究——来自开放式基金的经验证据.pdf,1960126,PDF,3a5acbbb4425c5ca
基金行业锦标赛激励效应研究_新的证据和解释.pdf,643392,PDF,9b6814101247e25b
基金评级具有参考价值吗——基于竞赛理论视角下的实证分析.pdf,738186,PDF,ee98203f74861fe0
基金语调能够预测基金业绩吗_——基于中国基金市场的实证检验.pdf,316508,PDF,978aa8c7a2d9716a
基金赚钱与投资者亏钱现象为何并存_——基于共同代理的理论解释.pdf,379925,PDF,9ac10d845cbea472
基金过去的业绩会影响未来的风险选择吗.pdf,3823871,PDF,8ff407cd6df7db9a
基金锦标赛、基金持股与股票收益.pdf,437608,PDF,ae3965c6a7756fef
处置效应与反处置效应对基金投资绩效的影响.pdf,300362,PDF,a543a44b30bb6f9f
处置效应与风险投资机构_来自IPO公司的证据.pdf,451973,PDF,cb4c59b29bbaa4f0
女性基金经理业绩为何优秀——金融业中的性别偏见与幸存者偏差.pdf,667266,PDF,7076342fd19d40c4
女性基金经理业绩为何优秀——金融业中的性别偏见与幸存者偏差_刘亚琴.pdf,667050,PDF,862f4f1b2c22618d
实数技术融合与企业韧性——兼论环境不确定性的调节作用.pdf,1284010,PDF,fcc3cbbfd0547a1e
家庭金融资产选择及影响因素研究进展.pdf,848502,PDF,bf1bd44b3cdedac5
尾部风险承担与基金网络.pdf,789524,PDF,11a2e2a7f1ebfdbf
市场情绪与基金投资策略：迎合还是修正_.pdf,797891,PDF,eb9fddde0ca7fe72
市场环境、企业社会责任与基金安全投资转移.pdf,549873,PDF,285857e18317ce40
开放式基金“泵浦”现象检验_基于规模、投资风格和管理团队视角的经验证据.pdf,454374,PDF,4e9ec28f5ea88841
开放式基金“赎回困惑”_基于行为金融学的成因分析.pdf,161089,PDF,bc0e17c34e5249cb
开放式基金业绩与投资者的选择——基于中国动态面板数据对申购、赎回的分析.pdf,483077,PDF,41c72b2f32367ad1
开放式基金投资者的处置效应——基于中国面板数据的门限回归分析.pdf,440752,PDF,9085062f42f65820
开放式基金竞争激励机制的效率分析——基于竞争锦标赛的视角.pdf,466926,PDF,333c9fa45ab5b8b8
开放式股票型基金动态流动性管理研究_基于市场流动性视角.pdf,1747024,PDF,67203eeab5c537e3
德国专利投资基金评介：模式、案例与启示.pdf,1277004,PDF,8685e6f5b1d7c1e5
我国基金家族风险调整行为的实证研究.pdf,265010,PDF,38841f08677a5fa4
我国基金投资者存在处置效应吗_——基于国内某大型开放式基金交易的研究.pdf,1176109,PDF,5e3c13eb571aa3da
我国基金投资者的处置效应——基于交易帐户数据的持续期模型研究.pdf,444505,PDF,bec8b0e13e93f792
我国基金经理投资行为实证研究.pdf,920971,PDF,286f9845062d52c8
我国开放式证券投资基金与QFII“处置效应”比较——基于“买卖周期时间”统计量视角的实证研究.pdf,2943277,PDF,7d071bb3e7889eef
我国科研评价中的“学术锦标赛”体制及其作用机理研究.pdf,271963,PDF,5abbbc4a470dd8ff
我国股票型开放式基金赎回行为的研究.pdf,198136,PDF,99bd399870a82fb9
我国证券投资基金“处置效应”行为研究.pdf,415745,PDF,b27a5ce936d2a4f6
我国证券投资基金羊群行为的实证研究.pdf,1688958,PDF,a2c9c64edc2eae5f
我国量化私募基金的业绩和系统性尾部风险.pdf,1059802,PDF,39094f691d0cd21a
技术类员工股权激励、创新与公司业绩——基于经济增加值的重点分析.pdf,1546055,PDF,44e677ded222c60e
投资者情绪对基金业绩的影响研究——基于基金资金净流入视角.pdf,1655806,PDF,404a0bc86c3d3b70
投资者教育发挥作用了吗_——来自公募基金个人投资者调查数据的证据.pdf,590040,PDF,b65cedff52e2d7fc
投资者有限理性与基金业绩持续性：基于规模错配视角.pdf,613347,PDF,443c080a585bf170
投资者有限理性与基金经理冒险行为——基于“业绩——资金流”非对称性视角.pdf,1560508,PDF,66744e5442764a85
投资者的非理性行为偏差与止损策略——处置效应、参考价格角度的实证研究.pdf,461506,PDF,d3ce10be5b78b0df
投资者结构、流动性风险与基金业绩.pdf,1134489,PDF,9e674113bd24ee5a
投资者行为侵蚀、基金经理努力和基金业绩.pdf,671050,PDF,3b187f92d6814018
投资者风险态度研究——基于基金投资者行为的经验证据.pdf,714995,PDF,ecf23b7545d26b8b
报酬激励、解职风险与基金锦标赛效应研究——新的证据与解释.pdf,501174,PDF,384282f012bb5d75
抱团取暖_基金团体与季末股价拉升.pdf,2517512,PDF,ebf10ca1d918accc
择时能力与基金业绩：基于机构和个人基金投资者行为差异研究.pdf,3070871,PDF,2181d1b997d4f9b9
持有人行为对基金管理人的隐性激励——理论分析与实证检验.pdf,383865,PDF,a702f2d421c4bcab
持股集中度和持股期限对基金业绩的影响.pdf,558107,PDF,f51c098c87d30e26
数字化转型、企业创新与价值提升.pdf,2128443,PDF,0c05a06124bc8e33
数字化转型提升了上市公司信息披露质量吗_.pdf,416197,PDF,c35dadf47e7a2e76
是什么使我们陷入非理性陷阱.pdf,667812,PDF,a6106e773bce6c64
机构投资者与个人投资者羊群行为的差异.pdf,1048259,PDF,ce1e0b9691e5851e
机构投资者信息竞争会引发羊群行为吗——基于中国股票市场的证据.pdf,529099,PDF,c75d09882b1038c5
机构投资者地理集中对企业创新的“双刃剑”效应.pdf,1975084,PDF,2050a6343c9bfb1a
机构投资者对股票市场的影响研究综述.pdf,178549,PDF,cfb3f08d1f7fb10d
机构投资者理性定价问题研究.pdf,262449,PDF,508edbf5bdc3598b
机构投资者的羊群行为能降低投资风险吗_——来自中国上市公司的证据.pdf,264025,PDF,f93a46f0380080ac
机构投资者调研信息获取与投资行为能“知行合一”吗——基于基金公司的数据.pdf,703550,PDF,0bf272b3c9cc27cd
核心员工股权激励、市场竞争异质性与企业创新绩效.pdf,1923464,PDF,4135cce14dba9dfc
浅析我国开放式基金赎回问题.pdf,132514,PDF,a488cbd68a66e40d
爆款新基金的绩效好吗_.pdf,1619137,PDF,644eb533226a87b3
现代金融学的理论演化与实证检验——《金融学期刊》引用次数最高的50篇文献回顾.pdf,553533,PDF,d2f578ec0d3d4804
现金资产管理如何影响基金投资业绩.pdf,1649447,PDF,63cc21823f10f299
电影产业集聚的省际差异及对电影产出绩效的影响.pdf,4301331,PDF,d9ded47490a128c4
硅谷模式的信息与治理结构.pdf,624102,PDF,b78bffc337079021
社会保障与经济增长_基于拟自然实验的分析.pdf,1030070,PDF,2a2da3455400116a
突出性思考、风险偏好漂移与追涨杀跌——理论分析和来自中国的证据.pdf,1608954,PDF,9334f99ffafd7088
羊群效应理论及其对中国股市的现实意义.pdf,428007,PDF,7305f582cf5d64e6
羊群行为_机构投资者的非理性.pdf,562459,PDF,8355fde451930f17
羊群行为、股价波动与投资收益——基于中国证券投资基金的实证研究.pdf,301879,PDF,6f4a21bf77ca7092
羊群行为的叠加及其市场影响——基于证券分析师与机构投资者行为的实证研究.pdf,607783,PDF,4bf5c791a2255abe
考虑协偏度的基金业绩评价研究.pdf,1851857,PDF,821891130f1f5082
职业忧虑影响基金经理投资行为的经验分析.pdf,503390,PDF,70be1afceab2b206
股权关联、利益冲突与ESG评级膨胀.pdf,1100090,PDF,f1f6640458c94685
股票型基金业绩影响因素探析.pdf,1578642,PDF,a9238623b2d813e0
股票型基金信息互动对其泡沫骑乘行为的影响.pdf,1468440,PDF,a8c1324616e9b997
薪酬激励与离职风险的相对强度变化对基金经理风险选择的影响——基于封闭式基金1998～2013年表现的实证研究.pdf,855838,PDF,05e02b60a5341935
行业配置、聚类程度与基金业绩.pdf,1481712,PDF,33e61d4344a0a707
行业配置积极度与基金业绩的相关性研究——信息优势还是冒险信号？.pdf,1491325,PDF,4507b14cffb0d3e3
行业集中与风格均衡：双向助力基金价值创造.pdf,2556828,PDF,69ceb90396cb2fd2
行业风格漂移对基金业绩的影响及其机制检验.pdf,1694416,PDF,b4055a7a7afe5dbf
行为金融和共同基金研究的若干前沿性问题——“共同基金和投资者行为”国际研讨会综述.pdf,286201,PDF,c70a49ed35c30ab9
行为金融和共同基金研究的若干前沿性问题——“共同基金和投资者行为”国际研讨会综述_1.pdf,286188,PDF,949638f7805c1235
行为金融学与基金投资策略.pdf,456218,PDF,cdb83bec09940b46
证券投资基金特征与橱窗粉饰效应——基于2005-2017年中国开放式股票基金的经验证据.pdf,1433765,PDF,94bba4f7e04d701c
证券投资基金经理变更、投资行为与基金绩效.pdf,512642,PDF,7526adaaf1dcffee
证券投资基金羊群行为的研究趋向.pdf,359101,PDF,862851a10dacc9eb
证券投资基金规模适度性研究——基于中国市场的证据.pdf,601406,PDF,e403e9e4a2f2b768
证券投资基金间的利益输送与封闭式基金折价.pdf,536475,PDF,b2a0731d12abb02c
谁在市场中赌博_基金博彩行为研究.pdf,501673,PDF,2a76ebbd8107078e
谁领先发布_中国证券分析师领先—跟随影响因素的实证研究.pdf,2320443,PDF,ec6d9f24c70464d3
资本市场开放与伪羊群行为-基于沪深港通的证据.pdf,1354888,PDF,b0aa086e7999cf1a
资源配置效率视角下产业政策对企业并购的影响研究.pdf,1550756,PDF,644ca38aaa59b181
连锁股东与费用粘性：市场合谋视角.pdf,1401533,PDF,a39644cf9c7b7677
金融服务业“优胜劣汰”还是“劣胜优汰”_——以开放式基金为例.pdf,711124,PDF,89720b77957e1ec6
锦标赛制度下基金经理人风险调整行为.pdf,2109513,PDF,3e829e04a76c1fe6
锦标赛制度与基金风险调整_理论拓展与经验证据.pdf,388518,PDF,abfd67be43dfeed1
锦标赛制度对基金风险偏好的影响.pdf,279304,PDF,04dc133398d79a74
隐性激励对基金经理羊群行为的影响因素研究.pdf,423777,PDF,6f414158cfef4ec4
