file,category,size
业绩排序对基金投资风险水平变化的影响.pdf,CN_TOURNAMENT,722698
业绩波动率、投资者资金流与基金经理冒险行为.pdf,CN_MANAGER,1355397
业绩评价、职业声誉和基金经理行为异化.pdf,CN_MANAGER,544328
中国A股市场的“大单异象”研究.pdf,CN_PERF_BEHAVIOR,1763519
中国VC和PE投资市场羊群效应的博弈分析.pdf,CN_HERDING,1332586
中国公募基金挖掘了股票市场异象吗_.pdf,CN_PERF_BEHAVIOR,1402480
中国基金业业绩持续性问题研究_基于羊群行为的分析.pdf,CN_HERDING,2264451
中国基金家族内部利益输送行为研究.pdf,CN_FUND_OTHER,366092
中国基金市场发展分析.pdf,CN_FUND_OTHER,529180
中国基金羊群行为水平的上下界估计及其影响因素研究.pdf,CN_HERDING,1401824
中国开放式基金羊群行为分析.pdf,CN_HERDING,441208
中国开放式基金羊群行为的实证分析.pdf,CN_HERDING,406617
中国开放式基金赎回现象的实证分析及成因探讨.pdf,CN_FLOW_INVESTOR,52732
中国投资基金羊群行为的经验研究.pdf,CN_HERDING,220934
中国投资者的股票出售行为画像——处置效应研究新进展.pdf,CN_DISPOSITION,2047454
中国新基金过度发行之谜和投资者保护.pdf,CN_FLOW_INVESTOR,1203682
中国机构投资者与市场稳定性研究.pdf,CN_FLOW_INVESTOR,4349518
中国机构投资者投资行为的异化.pdf,CN_FLOW_INVESTOR,80361
中国机构投资者的市场稳定性影响研究.pdf,CN_FLOW_INVESTOR,755357
中国机构投资者羊群行为实证分析.pdf,CN_HERDING,431975
中国私募证券基金投资行为与市场波动的实证分析——以“阳光私募”为例.pdf,CN_FUND_OTHER,205256
中国网络文字频度与上海股市羊群行为测度.pdf,CN_HERDING,452333
中国股市个体投资者羊群行为影响因素分析.pdf,CN_HERDING,349847
中国股市中信息反应模式的实证分析.pdf,UNCERTAIN,1033288
中国股票市场机构投资者羊群行为实证研究.pdf,CN_HERDING,428986
中国证券基金羊群行为成因及防范.pdf,CN_HERDING,48219
中国证券市场机构投资者的羊群行为研究.pdf,CN_HERDING,231751
中国证券投资基金的羊群行为分析.pdf,CN_HERDING,229647
中国证券投资基金的羊群行为对股价的影响.pdf,CN_HERDING,169665
中国证券投资基金羊群行为——不同类型基金的板块效应分析.pdf,CN_HERDING,969776
中国证券投资基金羊群行为——基于周期规律与板块效应的实证分析.pdf,CN_HERDING,312387
中国证券投资基金羊群行为及其影响因素研究.pdf,CN_HERDING,331627
中国证券投资基金羊群行为和正反馈行为研究.pdf,CN_HERDING,412129
中国证券投资基金羊群行为的实证研究.pdf,CN_HERDING,517015
中国证券投资基金羊群行为的进一步研究.pdf,CN_HERDING,320594
中国证券投资基金羊群行为研究.pdf,CN_HERDING,311550
中国资本市场开放与机构投资者羊群行为.pdf,CN_HERDING,1877497
人口老龄化对家庭金融资产配置的影响——基于CHFS家庭调查数据的研究.pdf,IRRELEVANT,1010885
人工智能应用程度对企业数字技术创新的影响研究.pdf,IRRELEVANT,570473
什么导致了处置效应_基于不同市场环境的模拟研究与经验检验.pdf,CN_DISPOSITION,610708
从竞赛观点探讨基金经理人的风险调整行为.pdf,CN_MANAGER,3975932
企业ESG与机构投资者持股——对机构投资者持股偏好的探究.pdf,CN_FLOW_INVESTOR,1460426
使用logistic回归模型确定投资者的风险资产配置——基于个人投资者问卷调查数据的实证分析.pdf,IRRELEVANT,815577
供应商数字化转型对客户企业融资成本的影响研究——基于供应链视角的经验证据.pdf,IRRELEVANT,1325379
信任断裂_投资者—基金经理关系对投资者行为的影响.pdf,CN_MANAGER,591095
信息互动、投资决策与股票价格——基于机构投资者信息网络的分析.pdf,CN_HERDING,1389702
债券型基金估值与期末业绩拉升行为.pdf,CN_PERF_BEHAVIOR,1851552
偏股型开放式基金“赎回悖论”的动态特征及申购异象.pdf,CN_PERF_BEHAVIOR,813928
全国统一大市场建设中招商模式的演进逻辑、现实约束与路径选择.pdf,IRRELEVANT,264959
公募基金年末业绩追逐与风险调整行为研究.pdf,CN_PERF_BEHAVIOR,871142
公募基金的市场认知能力及业绩表现——基于管理报告文本活跃度视角.pdf,CN_PERF_BEHAVIOR,1828701
共同激励机制下基金经理短视投资研究.pdf,CN_MANAGER,2369642
养老保险基金预算审计研究——基于Z省实践.pdf,IRRELEVANT,972183
兼职基金经理能做得更好吗_——基于中国基金行业的理论与实证研究.pdf,CN_MANAGER,192039
内部晋升能否减少核心员工主动离职行为？——来自基金行业的证据.pdf,CN_MANAGER,1163281
内部治理、市场约束与基金的窗饰行为.pdf,CN_PERF_BEHAVIOR,387050
决策权分配与投资策略选择——来自中国开放式基金的证据.pdf,CN_MANAGER,431610
前景理论与中国开放式基金的实证检验.pdf,CN_PERF_BEHAVIOR,240406
前景理论与开放式基金风险调整研究.pdf,CN_PERF_BEHAVIOR,996054
同辈竞争影响基金经理冒险行为的机制研究.pdf,CN_MANAGER,567848
国内基金市场不存在“赎回异象”吗_——基于基金业绩与资金流动视角.pdf,CN_PERF_BEHAVIOR,364778
地方政府社会治理创新的项目制运作.pdf,IRRELEVANT,374448
基于三期模型框架的噪音交易和有限套利条件下的基金经理投资行为研究.pdf,CN_MANAGER,225983
基于基金经理更换的激励约束效应研究.pdf,CN_MANAGER,2613938
基于系统基金流量的股票抛售风险溢价.pdf,CN_FUND_OTHER,1905800
基于行业集中角度的基金选股策略研究.pdf,CN_PERF_BEHAVIOR,266048
基于行为金融理论的中国证券投资基金羊群行为研究.pdf,CN_HERDING,51003
基于行为金融视角的基金申赎行为实证研究.pdf,CN_FUND_OTHER,894343
基于隐性交易的证券投资基金锦标赛研究.pdf,CN_TOURNAMENT,253490
基于隐性因子模型的公募基金业绩分析.pdf,CN_PERF_BEHAVIOR,771552
基金业绩、业绩分化和基金经理风险调整行为.pdf,CN_MANAGER,1078268
基金业绩、选股能力与窗口粉饰.pdf,CN_PERF_BEHAVIOR,1561051
基金业绩分析——基于有向学习网络的研究.pdf,CN_PERF_BEHAVIOR,602032
基金业绩如何影响风格漂移和经理离职_——理论与经验分析.pdf,CN_STYLE_DRIFT,686848
基金业绩对赎回行为的影响_公司治理特征的调节效应.pdf,CN_PERF_BEHAVIOR,1548667
基金业绩归因与投资者行为.pdf,CN_PERF_BEHAVIOR,593021
基金业绩排名与基金经理的冒险行为.pdf,CN_TOURNAMENT,1373946
基金业绩排名与期末业绩拉升.pdf,CN_TOURNAMENT,1680188
基金业绩排名压力与赌博式交易倾向——基于中国开放式股票型基金的实证检验.pdf,CN_TOURNAMENT,1320165
基金再申购行为中的近因效应研究.pdf,CN_FLOW_INVESTOR,736037
基金家族中被动投资对主动基金的影响——基于中国A股市场的证据.pdf,CN_FUND_OTHER,1880139
基金家族产品同质化与基金业绩.pdf,CN_PERF_BEHAVIOR,1141002
基金市场存在绿色偏好吗_——基于投资者异质性的分析.pdf,CN_FLOW_INVESTOR,430248
基金投资者处置效应的个体差异.pdf,CN_DISPOSITION,847414
基金投资者的行为方式及其合理性——基于我国证券基金市场的经验证据.pdf,CN_FLOW_INVESTOR,911973
基金抱团的成因、演化与经济后果研究——基于网络社区的方法.pdf,CN_HERDING,2041351
基金持有人赎回行为研究.pdf,CN_FLOW_INVESTOR,519247
基金持股、业绩联动与“基金—基民”绩效差异.pdf,CN_FLOW_INVESTOR,873656
基金文本独特性能否吸引投资者关注_——来自基金定期报告的研究.pdf,CN_PERF_BEHAVIOR,682435
基金新闻文本情绪、风格漂移与基金业绩.pdf,CN_STYLE_DRIFT,218942
基金溢出效应研究新进展.pdf,CN_FUND_OTHER,552005
基金的交易券商网络与投资业绩.pdf,CN_FUND_OTHER,884117
基金监管为何不能一刀切？——两类基金风格漂移的证据.pdf,CN_STYLE_DRIFT,1401061
基金管理费激励对投资者申赎行为的影响研究.pdf,CN_FLOW_INVESTOR,1694051
基金经理与卖方分析师存在合谋吗.pdf,CN_MANAGER,1334231
基金经理主动管理能力与基金业绩——基于市场周期视角.pdf,CN_MANAGER,3121447
基金经理从业经验对我国公募基金业绩的影响研究.pdf,CN_MANAGER,1102198
基金经理决策权对基金管理公司业绩与风险影响实证研究.pdf,CN_MANAGER,684387
基金经理激励_关于委托投资组合管理研究的评述.pdf,CN_MANAGER,947742
基金经理激励机制与股票错误定价——一项实验研究.pdf,CN_MANAGER,1173147
基金经理社会网络、业绩排名与净值暴跌风险.pdf,CN_TOURNAMENT,655202
基金经理语调、基金收益与投资者行为——基于BERT人工智能模型的检验.pdf,CN_MANAGER,605067
基金经理语调与投资行为——基于基金年报的文本分析方法.pdf,CN_MANAGER,1750446
基金网络、竞争阻隔与股票信息环境.pdf,CN_FUND_OTHER,776889
基金自持能赢得投资者信任吗？.pdf,CN_FLOW_INVESTOR,1574955
基金行业锦标赛及其激励效应研究——来自开放式基金的经验证据.pdf,CN_TOURNAMENT,1960126
基金行业锦标赛激励效应研究_新的证据和解释.pdf,CN_TOURNAMENT,643392
基金评级具有参考价值吗——基于竞赛理论视角下的实证分析.pdf,CN_PERF_BEHAVIOR,738186
基金语调能够预测基金业绩吗_——基于中国基金市场的实证检验.pdf,CN_PERF_BEHAVIOR,316508
基金赚钱与投资者亏钱现象为何并存_——基于共同代理的理论解释.pdf,CN_FLOW_INVESTOR,379925
基金过去的业绩会影响未来的风险选择吗.pdf,CN_PERF_BEHAVIOR,3823871
基金锦标赛、基金持股与股票收益.pdf,CN_TOURNAMENT,437608
处置效应与反处置效应对基金投资绩效的影响.pdf,CN_DISPOSITION,300362
处置效应与风险投资机构_来自IPO公司的证据.pdf,CN_DISPOSITION,451973
女性基金经理业绩为何优秀——金融业中的性别偏见与幸存者偏差.pdf,CN_MANAGER,667266
女性基金经理业绩为何优秀——金融业中的性别偏见与幸存者偏差_刘亚琴.pdf,CN_MANAGER,667050
实数技术融合与企业韧性——兼论环境不确定性的调节作用.pdf,IRRELEVANT,1284010
家庭金融资产选择及影响因素研究进展.pdf,IRRELEVANT,848502
尾部风险承担与基金网络.pdf,CN_PERF_BEHAVIOR,789524
市场情绪与基金投资策略：迎合还是修正_.pdf,CN_PERF_BEHAVIOR,797891
市场环境、企业社会责任与基金安全投资转移.pdf,CN_FUND_OTHER,549873
开放式基金“泵浦”现象检验_基于规模、投资风格和管理团队视角的经验证据.pdf,CN_FUND_OTHER,454374
开放式基金“赎回困惑”_基于行为金融学的成因分析.pdf,CN_FLOW_INVESTOR,161089
开放式基金业绩与投资者的选择——基于中国动态面板数据对申购、赎回的分析.pdf,CN_PERF_BEHAVIOR,483077
开放式基金投资者的处置效应——基于中国面板数据的门限回归分析.pdf,CN_DISPOSITION,440752
开放式基金竞争激励机制的效率分析——基于竞争锦标赛的视角.pdf,CN_TOURNAMENT,466926
开放式股票型基金动态流动性管理研究_基于市场流动性视角.pdf,CN_FUND_OTHER,1747024
德国专利投资基金评介：模式、案例与启示.pdf,IRRELEVANT,1277004
我国基金家族风险调整行为的实证研究.pdf,CN_PERF_BEHAVIOR,265010
我国基金投资者存在处置效应吗_——基于国内某大型开放式基金交易的研究.pdf,CN_DISPOSITION,1176109
我国基金投资者的处置效应——基于交易帐户数据的持续期模型研究.pdf,CN_DISPOSITION,444505
我国基金经理投资行为实证研究.pdf,CN_MANAGER,920971
我国开放式证券投资基金与QFII“处置效应”比较——基于“买卖周期时间”统计量视角的实证研究.pdf,CN_DISPOSITION,2943277
我国科研评价中的“学术锦标赛”体制及其作用机理研究.pdf,IRRELEVANT,271963
我国股票型开放式基金赎回行为的研究.pdf,CN_FLOW_INVESTOR,198136
我国证券投资基金“处置效应”行为研究.pdf,CN_DISPOSITION,415745
我国证券投资基金羊群行为的实证研究.pdf,CN_HERDING,1688958
我国量化私募基金的业绩和系统性尾部风险.pdf,CN_PERF_BEHAVIOR,1059802
技术类员工股权激励、创新与公司业绩——基于经济增加值的重点分析.pdf,IRRELEVANT,1546055
投资者情绪对基金业绩的影响研究——基于基金资金净流入视角.pdf,CN_PERF_BEHAVIOR,1655806
投资者教育发挥作用了吗_——来自公募基金个人投资者调查数据的证据.pdf,CN_FLOW_INVESTOR,590040
投资者有限理性与基金业绩持续性：基于规模错配视角.pdf,CN_PERF_BEHAVIOR,613347
投资者有限理性与基金经理冒险行为——基于“业绩——资金流”非对称性视角.pdf,CN_MANAGER,1560508
投资者的非理性行为偏差与止损策略——处置效应、参考价格角度的实证研究.pdf,CN_DISPOSITION,461506
投资者结构、流动性风险与基金业绩.pdf,CN_PERF_BEHAVIOR,1134489
投资者行为侵蚀、基金经理努力和基金业绩.pdf,CN_MANAGER,671050
投资者风险态度研究——基于基金投资者行为的经验证据.pdf,CN_FLOW_INVESTOR,714995
报酬激励、解职风险与基金锦标赛效应研究——新的证据与解释.pdf,CN_TOURNAMENT,501174
抱团取暖_基金团体与季末股价拉升.pdf,CN_HERDING,2517512
择时能力与基金业绩：基于机构和个人基金投资者行为差异研究.pdf,CN_PERF_BEHAVIOR,3070871
持有人行为对基金管理人的隐性激励——理论分析与实证检验.pdf,CN_FLOW_INVESTOR,383865
持股集中度和持股期限对基金业绩的影响.pdf,CN_PERF_BEHAVIOR,558107
数字化转型、企业创新与价值提升.pdf,IRRELEVANT,2128443
数字化转型提升了上市公司信息披露质量吗_.pdf,IRRELEVANT,416197
是什么使我们陷入非理性陷阱.pdf,UNCERTAIN,667812
机构投资者与个人投资者羊群行为的差异.pdf,CN_HERDING,1048259
机构投资者信息竞争会引发羊群行为吗——基于中国股票市场的证据.pdf,CN_HERDING,529099
机构投资者地理集中对企业创新的“双刃剑”效应.pdf,IRRELEVANT,1975084
机构投资者对股票市场的影响研究综述.pdf,CN_FLOW_INVESTOR,178549
机构投资者理性定价问题研究.pdf,CN_FLOW_INVESTOR,262449
机构投资者的羊群行为能降低投资风险吗_——来自中国上市公司的证据.pdf,CN_HERDING,264025
机构投资者调研信息获取与投资行为能“知行合一”吗——基于基金公司的数据.pdf,CN_FLOW_INVESTOR,703550
核心员工股权激励、市场竞争异质性与企业创新绩效.pdf,IRRELEVANT,1923464
浅析我国开放式基金赎回问题.pdf,CN_FLOW_INVESTOR,132514
爆款新基金的绩效好吗_.pdf,CN_FUND_OTHER,1619137
现代金融学的理论演化与实证检验——《金融学期刊》引用次数最高的50篇文献回顾.pdf,UNCERTAIN,553533
现金资产管理如何影响基金投资业绩.pdf,CN_FUND_OTHER,1649447
电影产业集聚的省际差异及对电影产出绩效的影响.pdf,IRRELEVANT,4301331
硅谷模式的信息与治理结构.pdf,IRRELEVANT,624102
社会保障与经济增长_基于拟自然实验的分析.pdf,IRRELEVANT,1030070
突出性思考、风险偏好漂移与追涨杀跌——理论分析和来自中国的证据.pdf,CN_PERF_BEHAVIOR,1608954
羊群效应理论及其对中国股市的现实意义.pdf,CN_HERDING,428007
羊群行为_机构投资者的非理性.pdf,CN_HERDING,562459
羊群行为、股价波动与投资收益——基于中国证券投资基金的实证研究.pdf,CN_HERDING,301879
羊群行为的叠加及其市场影响——基于证券分析师与机构投资者行为的实证研究.pdf,CN_HERDING,607783
考虑协偏度的基金业绩评价研究.pdf,CN_PERF_BEHAVIOR,1851857
职业忧虑影响基金经理投资行为的经验分析.pdf,CN_MANAGER,503390
股权关联、利益冲突与ESG评级膨胀.pdf,UNCERTAIN,1100090
股票型基金业绩影响因素探析.pdf,CN_PERF_BEHAVIOR,1578642
股票型基金信息互动对其泡沫骑乘行为的影响.pdf,CN_HERDING,1468440
薪酬激励与离职风险的相对强度变化对基金经理风险选择的影响——基于封闭式基金1998～2013年表现的实证研究.pdf,CN_MANAGER,855838
行业配置、聚类程度与基金业绩.pdf,CN_PERF_BEHAVIOR,1481712
行业配置积极度与基金业绩的相关性研究——信息优势还是冒险信号？.pdf,CN_PERF_BEHAVIOR,1491325
行业集中与风格均衡：双向助力基金价值创造.pdf,CN_PERF_BEHAVIOR,2556828
行业风格漂移对基金业绩的影响及其机制检验.pdf,CN_STYLE_DRIFT,1694416
行为金融和共同基金研究的若干前沿性问题——“共同基金和投资者行为”国际研讨会综述.pdf,CN_FLOW_INVESTOR,286201
行为金融和共同基金研究的若干前沿性问题——“共同基金和投资者行为”国际研讨会综述_1.pdf,CN_FLOW_INVESTOR,286188
行为金融学与基金投资策略.pdf,CN_FUND_OTHER,456218
证券投资基金特征与橱窗粉饰效应——基于2005-2017年中国开放式股票基金的经验证据.pdf,CN_FUND_OTHER,1433765
证券投资基金经理变更、投资行为与基金绩效.pdf,CN_MANAGER,512642
证券投资基金羊群行为的研究趋向.pdf,CN_HERDING,359101
证券投资基金规模适度性研究——基于中国市场的证据.pdf,CN_FUND_OTHER,601406
证券投资基金间的利益输送与封闭式基金折价.pdf,CN_FUND_OTHER,536475
谁在市场中赌博_基金博彩行为研究.pdf,CN_PERF_BEHAVIOR,501673
谁领先发布_中国证券分析师领先—跟随影响因素的实证研究.pdf,CN_FUND_OTHER,2320443
资本市场开放与伪羊群行为-基于沪深港通的证据.pdf,CN_HERDING,1354888
资源配置效率视角下产业政策对企业并购的影响研究.pdf,IRRELEVANT,1550756
连锁股东与费用粘性：市场合谋视角.pdf,IRRELEVANT,1401533
金融服务业“优胜劣汰”还是“劣胜优汰”_——以开放式基金为例.pdf,CN_FUND_OTHER,711124
锦标赛制度下基金经理人风险调整行为.pdf,CN_TOURNAMENT,2109513
锦标赛制度与基金风险调整_理论拓展与经验证据.pdf,CN_TOURNAMENT,388518
锦标赛制度对基金风险偏好的影响.pdf,CN_TOURNAMENT,279304
隐性激励对基金经理羊群行为的影响因素研究.pdf,CN_HERDING,423777
